npi,provider_name,specialty,address,city,state,zip,phone
1234568755,Dr. Riya Gupta,Pediatrics,156 Main Road,Pune,MH,411067,9854036383
1234568756,Dr. Riya Rao,Psychiatry,71 Main Road,Ahmedabad,GJ,380076,9204552301
1234568757,Dr. Riya Gupta,Psychiatry,62 Main Road,Delhi,DL,110023,9247858695
1234568758,Dr. Ishaan Nair,Neurology,94 Main Road,Delhi,DL,110048,9501855872
1234568759,Dr. Ishaan Nair,Gynecology,95 Main Road,Bengaluru,KA,560088,9344307215
1234568760,Dr. Pooja Chatterjee,Cardiology,159 Main Road,Kolkata,WB,700043,9491256402
1234568761,Dr. Aarav Mehta,Gynecology,69 Main Road,Delhi,DL,110059,9415704061
1234568762,Dr. Ishaan Chatterjee,Orthopedics,53 Main Road,Bengaluru,KA,560033,9719431244
1234568763,Dr. Ishaan Singh,Psychiatry,16 Main Road,Delhi,DL,110037,9242036301
1234568764,Dr. Vihaan Singh,Psychiatry,81 Main Road,Mumbai,MH,400096,9635089812
1234568765,Dr. Kavya Verma,Orthopedics,65 Main Road,Bengaluru,KA,560085,9926463911
1234568766,Dr. Vivaan Chatterjee,Dermatology,184 Main Road,Chennai,TN,600059,9453939953
1234568767,Dr. Sakshi Iyer,Neurology,150 Main Road,Ahmedabad,GJ,380093,9444202711
1234568768,Dr. Riya Mehta,Oncology,15 Main Road,Hyderabad,TS,500094,9636143457
1234568769,Dr. Pooja Kulkarni,Cardiology,67 Main Road,Kolkata,WB,700071,9248019287
1234568770,Dr. Reyansh Kulkarni,Oncology,83 Main Road,Bengaluru,KA,560019,9223857854
1234568771,Dr. Sakshi Patel,Pediatrics,106 Main Road,Kolkata,WB,700044,9107798521
1234568772,Dr. Aarav Mehta,ENT,85 Main Road,Ahmedabad,GJ,380048,9672840000
1234568773,Dr. Ananya Malhotra,Pediatrics,109 Main Road,Hyderabad,TS,500030,9695229879
1234568774,Dr. Riya Nair,Cardiology,11 Main Road,Bengaluru,KA,560044,9923594310
1234568775,Dr. Ananya Rao,Orthopedics,178 Main Road,Chennai,TN,600030,9366548796
1234568776,Dr. Aditya Singh,Cardiology,197 Main Road,Hyderabad,TS,500013,9294974019
1234568777,Dr. Sakshi Singh,Pediatrics,179 Main Road,Pune,MH,411038,9545412987
1234568778,Dr. Pooja Patel,Dermatology,161 Main Road,Chennai,TN,600078,9376520720
1234568779,Dr. Priyanka Nair,Oncology,148 Main Road,Pune,MH,411090,9553109105
1234568780,Dr. Ayaan Kulkarni,ENT,144 Main Road,Ahmedabad,GJ,380035,9973042636
1234568781,Dr. Sakshi Sharma,Pediatrics,183 Main Road,Hyderabad,TS,500037,9718413372
1234568782,Dr. Aditya Kulkarni,General Medicine,51 Main Road,Pune,MH,411083,9920973254
1234568783,Dr. Riya Verma,Oncology,162 Main Road,Kolkata,WB,700013,9741222389
1234568784,Dr. Arjun Chatterjee,Dermatology,67 Main Road,Mumbai,MH,400086,9425276877
1234568785,Dr. Arjun Chatterjee,Oncology,83 Main Road,Delhi,DL,110079,9670126762
1234568786,Dr. Ayaan Malhotra,Dermatology,141 Main Road,Ahmedabad,GJ,380015,9593554590
1234568787,Dr. Ishaan Malhotra,General Medicine,35 Main Road,Delhi,DL,110086,9687559578
1234568788,Dr. Reyansh Verma,General Medicine,12 Main Road,Pune,MH,411034,9743039549
1234568789,Dr. Ananya Mehta,Psychiatry,195 Main Road,Bengaluru,KA,560061,9688772881
1234568790,Dr. Ananya Gupta,Psychiatry,159 Main Road,Delhi,DL,110065,9612425900
1234568791,Dr. Ayaan Singh,General Medicine,139 Main Road,Chennai,TN,600059,9761556799
1234568792,Dr. Ananya Malhotra,Pediatrics,91 Main Road,Delhi,DL,110076,9719053382
1234568793,Dr. Vivaan Nair,Pediatrics,162 Main Road,Ahmedabad,GJ,380011,9732377606
1234568794,Dr. Aarav Iyer,General Medicine,11 Main Road,Chennai,TN,600080,9809210089
1234568795,Dr. Arjun Mehta,Cardiology,154 Main Road,Ahmedabad,GJ,380082,9908426305
1234568796,Dr. Sakshi Mehta,Oncology,60 Main Road,Bengaluru,KA,560078,9959219023
1234568797,Dr. Arjun Kulkarni,General Medicine,52 Main Road,Bengaluru,KA,560033,9909613949
1234568798,Dr. Vihaan Singh,Pediatrics,74 Main Road,Bengaluru,KA,560084,9571090840
1234568799,Dr. Arjun Nair,Dermatology,93 Main Road,Mumbai,MH,400086,9752623258
1234568800,Dr. Ananya Singh,Orthopedics,198 Main Road,Hyderabad,TS,500060,9212387322
1234568801,Dr. Ishaan Verma,General Medicine,67 Main Road,Pune,MH,411048,9434341120
1234568802,Dr. Ishaan Iyer,Oncology,142 Main Road,Kolkata,WB,700089,9854368592
1234568803,Dr. Reyansh Verma,Psychiatry,98 Main Road,Hyderabad,TS,500038,9615200394
1234568804,Dr. Neha Iyer,ENT,195 Main Road,Ahmedabad,GJ,380089,9800741151
1234568805,Dr. Aarav Kulkarni,Cardiology,176 Main Road,Hyderabad,TS,500086,9358054827
1234568806,Dr. Arjun Sharma,Orthopedics,119 Main Road,Pune,MH,411056,9732027165
1234568807,Dr. Kavya Nair,Psychiatry,4 Main Road,Ahmedabad,GJ,380077,9162058429
1234568808,Dr. Aditya Mehta,Pediatrics,62 Main Road,Mumbai,MH,400071,9553753694
1234568809,Dr. Arjun Mehta,Oncology,48 Main Road,Bengaluru,KA,560097,9119335540
1234568810,Dr. Aarav Verma,General Medicine,156 Main Road,Kolkata,WB,700097,9413690235
1234568811,Dr. Aarav Rao,Orthopedics,128 Main Road,Kolkata,WB,700092,9132136089
1234568812,Dr. Ayaan Kulkarni,Dermatology,3 Main Road,Bengaluru,KA,560016,9785379195
1234568813,Dr. Kavya Mehta,Dermatology,130 Main Road,Delhi,DL,110063,9124850665
1234568814,Dr. Ishaan Chatterjee,Neurology,135 Main Road,Kolkata,WB,700029,9616861224
1234568815,Dr. Pooja Sharma,Neurology,117 Main Road,Kolkata,WB,700063,9181345190
1234568816,Dr. Priyanka Patel,General Medicine,68 Main Road,Bengaluru,KA,560036,9192472740
1234568817,Dr. Ananya Nair,Psychiatry,91 Main Road,Ahmedabad,GJ,380082,9582811533
1234568818,Dr. Aarav Singh,Pediatrics,88 Main Road,Chennai,TN,600040,9343295222
1234568819,Dr. Arjun Malhotra,ENT,83 Main Road,Ahmedabad,GJ,380077,9336903515
1234568820,Dr. Vivaan Kulkarni,Dermatology,126 Main Road,Ahmedabad,GJ,380014,9422795709
1234568821,Dr. Kavya Verma,Cardiology,164 Main Road,Pune,MH,411084,9900453410
1234568822,Dr. Kavya Chatterjee,Oncology,70 Main Road,Mumbai,MH,400034,9135208045
1234568823,Dr. Riya Rao,Cardiology,53 Main Road,Pune,MH,411025,9790117723
1234568824,Dr. Riya Singh,Oncology,108 Main Road,Mumbai,MH,400096,9126983488
1234568825,Dr. Ananya Verma,General Medicine,87 Main Road,Pune,MH,411054,9850586858
1234568826,Dr. Ishaan Rao,Cardiology,35 Main Road,Pune,MH,411037,9311466213
1234568827,Dr. Pooja Rao,Cardiology,95 Main Road,Mumbai,MH,400025,9591414989
1234568828,Dr. Vivaan Verma,Orthopedics,91 Main Road,Pune,MH,411066,9303276585
1234568829,Dr. Neha Patel,Orthopedics,100 Main Road,Kolkata,WB,700090,9126071791
1234568830,Dr. Kavya Malhotra,General Medicine,165 Main Road,Delhi,DL,110021,9547597585
1234568831,Dr. Aditya Sharma,Orthopedics,152 Main Road,Kolkata,WB,700065,9271585883
1234568832,Dr. Ishaan Rao,Psychiatry,15 Main Road,Hyderabad,TS,500054,9906405271
1234568833,Dr. Pooja Iyer,General Medicine,38 Main Road,Ahmedabad,GJ,380064,9917846976
1234568834,Dr. Ayaan Patel,Cardiology,1 Main Road,Kolkata,WB,700041,9920895172
1234568835,Dr. Pooja Mehta,Pediatrics,8 Main Road,Ahmedabad,GJ,380024,9245602785
1234568836,Dr. Aditya Verma,Neurology,70 Main Road,Chennai,TN,600071,9951741106
1234568837,Dr. Priyanka Mehta,Oncology,32 Main Road,Hyderabad,TS,500046,9767856882
1234568838,Dr. Aarav Singh,Neurology,160 Main Road,Pune,MH,411047,9767960911
1234568839,Dr. Sakshi Malhotra,Oncology,139 Main Road,Bengaluru,KA,560032,9884884349
1234568840,Dr. Arjun Chatterjee,Gynecology,77 Main Road,Ahmedabad,GJ,380085,9540756969
1234568841,Dr. Sakshi Rao,General Medicine,71 Main Road,Kolkata,WB,700068,9365301959
1234568842,Dr. Aarav Verma,Dermatology,36 Main Road,Ahmedabad,GJ,380048,9608705779
1234568843,Dr. Riya Nair,Dermatology,160 Main Road,Bengaluru,KA,560065,9546321225
1234568844,Dr. Sakshi Mehta,Pediatrics,59 Main Road,Pune,MH,411076,9917090006
1234568845,Dr. Riya Gupta,ENT,55 Main Road,Hyderabad,TS,500094,9294493566
1234568846,Dr. Vivaan Singh,Gynecology,172 Main Road,Hyderabad,TS,500043,9219868736
1234568847,Dr. Ishaan Sharma,Orthopedics,21 Main Road,Bengaluru,KA,560087,9133080921
1234568848,Dr. Riya Mehta,ENT,51 Main Road,Mumbai,MH,400024,9545603203
1234568849,Dr. Ayaan Gupta,Dermatology,35 Main Road,Bengaluru,KA,560064,9612024597
1234568850,Dr. Kavya Iyer,Psychiatry,57 Main Road,Chennai,TN,600028,9566543515
1234568851,Dr. Aditya Patel,Orthopedics,21 Main Road,Ahmedabad,GJ,380027,9168046326
1234568852,Dr. Kavya Kulkarni,Neurology,68 Main Road,Chennai,TN,600040,9349285175
1234568853,Dr. Sakshi Patel,Orthopedics,148 Main Road,Hyderabad,TS,500094,9124942558
1234568854,Dr. Pooja Chatterjee,Cardiology,115 Main Road,Pune,MH,411037,9362649124
1234568855,Dr. Pooja Kulkarni,Pediatrics,40 Main Road,Delhi,DL,110051,9156565445
1234568856,Dr. Aarav Malhotra,Gynecology,18 Main Road,Bengaluru,KA,560029,9307301759
1234568857,Dr. Vihaan Sharma,General Medicine,112 Main Road,Mumbai,MH,400067,9786060760
1234568858,Dr. Ayaan Chatterjee,ENT,6 Main Road,Bengaluru,KA,560033,9805867852
1234568859,Dr. Neha Patel,Oncology,14 Main Road,Delhi,DL,110078,9359272698
1234568860,Dr. Kavya Patel,Psychiatry,192 Main Road,Pune,MH,411089,9481047263
1234568861,Dr. Aditya Malhotra,Oncology,6 Main Road,Mumbai,MH,400070,9555347495
1234568862,Dr. Pooja Nair,Cardiology,178 Main Road,Mumbai,MH,400063,9592958328
1234568863,Dr. Vihaan Malhotra,Dermatology,51 Main Road,Mumbai,MH,400085,9648864365
1234568864,Dr. Arjun Iyer,Cardiology,197 Main Road,Bengaluru,KA,560076,9725646658
1234568865,Dr. Vihaan Patel,Psychiatry,92 Main Road,Delhi,DL,110021,9569992553
1234568866,Dr. Riya Rao,Dermatology,125 Main Road,Bengaluru,KA,560025,9430494757
1234568867,Dr. Ishaan Sharma,Psychiatry,118 Main Road,Delhi,DL,110056,9115293812
1234568868,Dr. Ishaan Singh,ENT,145 Main Road,Mumbai,MH,400058,9574350166
1234568869,Dr. Vihaan Gupta,ENT,154 Main Road,Kolkata,WB,700047,9805871722
1234568870,Dr. Arjun Singh,General Medicine,43 Main Road,Chennai,TN,600027,9811278657
1234568871,Dr. Sakshi Sharma,Gynecology,92 Main Road,Mumbai,MH,400056,9226456301
1234568872,Dr. Riya Iyer,Dermatology,101 Main Road,Kolkata,WB,700066,9995771432
1234568873,Dr. Vivaan Mehta,ENT,161 Main Road,Chennai,TN,600087,9601724844
1234568874,Dr. Aditya Nair,Psychiatry,4 Main Road,Mumbai,MH,400049,9126452398
1234568875,Dr. Aarav Verma,Orthopedics,88 Main Road,Chennai,TN,600070,9745436357
1234568876,Dr. Ishaan Malhotra,General Medicine,162 Main Road,Hyderabad,TS,500016,9939642321
1234568877,Dr. Priyanka Malhotra,Orthopedics,51 Main Road,Mumbai,MH,400040,9683038841
1234568878,Dr. Aarav Gupta,General Medicine,77 Main Road,Pune,MH,411084,9509447879
1234568879,Dr. Vivaan Patel,Orthopedics,169 Main Road,Kolkata,WB,700014,9102919836
1234568880,Dr. Aarav Verma,Neurology,192 Main Road,Mumbai,MH,400025,9236292478
1234568881,Dr. Aarav Malhotra,Pediatrics,150 Main Road,Mumbai,MH,400066,9229194116
1234568882,Dr. Reyansh Mehta,Dermatology,116 Main Road,Ahmedabad,GJ,380036,9219066678
1234568883,Dr. Ananya Singh,Dermatology,164 Main Road,Kolkata,WB,700044,9542394322
1234568884,Dr. Vivaan Gupta,Oncology,83 Main Road,Pune,MH,411058,9757945046
1234568885,Dr. Reyansh Singh,General Medicine,180 Main Road,Kolkata,WB,700079,9910953703
1234568886,Dr. Priyanka Mehta,Psychiatry,62 Main Road,Pune,MH,411020,9296530615
1234568887,Dr. Priyanka Iyer,Oncology,130 Main Road,Kolkata,WB,700088,9264722013
1234568888,Dr. Vivaan Rao,Oncology,154 Main Road,Hyderabad,TS,500014,9213261007
1234568889,Dr. Kavya Malhotra,General Medicine,193 Main Road,Kolkata,WB,700085,9451735480
1234568890,Dr. Pooja Iyer,Neurology,55 Main Road,Kolkata,WB,700074,9243896754
1234568891,Dr. Kavya Mehta,Orthopedics,159 Main Road,Kolkata,WB,700043,9566187390
1234568892,Dr. Reyansh Patel,Psychiatry,57 Main Road,Bengaluru,KA,560046,9676102990
1234568893,Dr. Priyanka Patel,Cardiology,176 Main Road,Kolkata,WB,700086,9605533499
1234568894,Dr. Arjun Rao,Psychiatry,38 Main Road,Mumbai,MH,400033,9896416529
1234568895,Dr. Riya Malhotra,Pediatrics,18 Main Road,Chennai,TN,600010,9323161782
1234568896,Dr. Vivaan Verma,Gynecology,182 Main Road,Bengaluru,KA,560013,9706287026
1234568897,Dr. Vihaan Kulkarni,Psychiatry,186 Main Road,Bengaluru,KA,560057,9946814926
1234568898,Dr. Sakshi Patel,Dermatology,61 Main Road,Chennai,TN,600030,9936157662
1234568899,Dr. Arjun Nair,Psychiatry,115 Main Road,Delhi,DL,110062,9583425093
